Using GPU: 1...
X_train.shape=(33444, 2, 64), y_train.shape=(33444,);
X_test.shape=(11226, 2, 64), y_test.shape=(11226,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9516045739579491
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.343750, cost=1.099054, test acc=0.233565, cost=1.125920, disagree_f1=0.378593, neural_f1=0.000000, agree_f1=0.001513, average_f1=0.126702
BATCH 1662 training acc=0.812500, cost=0.431056, test acc=0.857919, cost=0.366383, disagree_f1=0.768113, neural_f1=0.949732, agree_f1=0.563586, average_f1=0.760477
BATCH 1663 training acc=0.843750, cost=0.426526, test acc=0.855781, cost=0.366499, disagree_f1=0.759766, neural_f1=0.949983, agree_f1=0.564085, average_f1=0.757944
BATCH 1664 training acc=0.812500, cost=0.341641, test acc=0.855247, cost=0.366937, disagree_f1=0.757862, neural_f1=0.950083, agree_f1=0.563758, average_f1=0.757234
BATCH 1665 training acc=0.812500, cost=0.417300, test acc=0.853287, cost=0.371581, disagree_f1=0.752820, neural_f1=0.949927, agree_f1=0.563816, average_f1=0.755521
BATCH 1666 training acc=0.781250, cost=0.743703, test acc=0.852842, cost=0.370766, disagree_f1=0.750994, neural_f1=0.950063, agree_f1=0.562049, average_f1=0.754369
BATCH 1667 training acc=0.843750, cost=0.406491, test acc=0.850971, cost=0.374275, disagree_f1=0.744422, neural_f1=0.949812, agree_f1=0.565051, average_f1=0.753095
BATCH 1668 training acc=0.812500, cost=0.416634, test acc=0.845181, cost=0.383736, disagree_f1=0.729529, neural_f1=0.949365, agree_f1=0.560098, average_f1=0.746330
BATCH 1669 training acc=0.781250, cost=0.414353, test acc=0.840192, cost=0.390422, disagree_f1=0.711719, neural_f1=0.949658, agree_f1=0.557950, average_f1=0.739776
BATCH 1670 training acc=0.875000, cost=0.317875, test acc=0.835828, cost=0.397147, disagree_f1=0.698911, neural_f1=0.949029, agree_f1=0.555367, average_f1=0.734436
BATCH 1671 training acc=0.812500, cost=0.410089, test acc=0.833601, cost=0.400017, disagree_f1=0.693065, neural_f1=0.948325, agree_f1=0.554749, average_f1=0.732046
BATCH 1672 training acc=0.656250, cost=0.664041, test acc=0.831285, cost=0.403484, disagree_f1=0.691752, neural_f1=0.946512, agree_f1=0.553097, average_f1=0.730454
BATCH 1673 training acc=0.687500, cost=0.612517, test acc=0.833333, cost=0.401317, disagree_f1=0.704069, neural_f1=0.945743, agree_f1=0.551061, average_f1=0.733624
BATCH 1674 training acc=0.781250, cost=0.415582, test acc=0.833155, cost=0.405878, disagree_f1=0.712150, neural_f1=0.943947, agree_f1=0.550000, average_f1=0.735366
BATCH 1675 training acc=0.875000, cost=0.323058, test acc=0.834046, cost=0.408178, disagree_f1=0.721684, neural_f1=0.942641, agree_f1=0.548182, average_f1=0.737502
BATCH 1676 training acc=0.812500, cost=0.388844, test acc=0.836006, cost=0.408902, disagree_f1=0.733468, neural_f1=0.941168, agree_f1=0.547872, average_f1=0.740836
BATCH 1677 training acc=0.875000, cost=0.318300, test acc=0.840371, cost=0.403614, disagree_f1=0.746964, neural_f1=0.941093, agree_f1=0.548935, average_f1=0.745664
BATCH 1678 training acc=0.718750, cost=0.582036, test acc=0.843132, cost=0.398569, disagree_f1=0.756592, neural_f1=0.941018, agree_f1=0.544987, average_f1=0.747532
BATCH 1679 training acc=0.781250, cost=0.497541, test acc=0.841529, cost=0.402752, disagree_f1=0.760411, neural_f1=0.938497, agree_f1=0.537225, average_f1=0.745378
BATCH 1680 training acc=0.875000, cost=0.315819, test acc=0.838411, cost=0.411290, disagree_f1=0.761488, neural_f1=0.935269, agree_f1=0.526281, average_f1=0.741013
BATCH 1681 training acc=0.812500, cost=0.448719, test acc=0.834313, cost=0.420828, disagree_f1=0.759119, neural_f1=0.932194, agree_f1=0.518048, average_f1=0.736454
BATCH 1682 training acc=0.843750, cost=0.393924, test acc=0.832175, cost=0.424799, disagree_f1=0.758140, neural_f1=0.931280, agree_f1=0.507251, average_f1=0.732224
BATCH 1683 training acc=0.875000, cost=0.437412, test acc=0.828345, cost=0.434127, disagree_f1=0.755787, neural_f1=0.928675, agree_f1=0.502808, average_f1=0.729090
BATCH 1684 training acc=0.781250, cost=0.343956, test acc=0.824336, cost=0.444599, disagree_f1=0.752911, neural_f1=0.926232, agree_f1=0.503169, average_f1=0.727437
BATCH 1685 training acc=0.781250, cost=0.435595, test acc=0.818992, cost=0.453344, disagree_f1=0.743839, neural_f1=0.924150, agree_f1=0.505402, average_f1=0.724464
BATCH 1686 training acc=0.718750, cost=0.646405, test acc=0.813558, cost=0.461603, disagree_f1=0.731120, neural_f1=0.923200, agree_f1=0.508589, average_f1=0.720970
BATCH 1687 training acc=0.812500, cost=0.349018, test acc=0.804828, cost=0.478110, disagree_f1=0.710403, neural_f1=0.921191, agree_f1=0.511025, average_f1=0.714206
BATCH 1688 training acc=0.750000, cost=0.425660, test acc=0.796455, cost=0.496698, disagree_f1=0.683096, neural_f1=0.921168, agree_f1=0.509452, average_f1=0.704572
BATCH 1689 training acc=0.781250, cost=0.434691, test acc=0.786211, cost=0.512920, disagree_f1=0.653354, neural_f1=0.920155, agree_f1=0.497910, average_f1=0.690473
BATCH 1690 training acc=0.750000, cost=0.599685, test acc=0.786478, cost=0.509955, disagree_f1=0.635289, neural_f1=0.924598, agree_f1=0.502052, average_f1=0.687313
BATCH 1691 training acc=0.812500, cost=0.534761, test acc=0.792268, cost=0.491587, disagree_f1=0.627442, neural_f1=0.931853, agree_f1=0.507380, average_f1=0.688891
BATCH 1692 training acc=0.843750, cost=0.454575, test acc=0.801354, cost=0.468518, disagree_f1=0.639180, neural_f1=0.936856, agree_f1=0.515867, average_f1=0.697301
BATCH 1693 training acc=0.750000, cost=0.475530, test acc=0.805452, cost=0.460317, disagree_f1=0.649022, neural_f1=0.938460, agree_f1=0.518465, average_f1=0.701982
BATCH 1694 training acc=0.843750, cost=0.331109, test acc=0.808658, cost=0.454708, disagree_f1=0.657384, neural_f1=0.939178, agree_f1=0.521782, average_f1=0.706115
BATCH 1695 training acc=0.750000, cost=0.501790, test acc=0.816230, cost=0.443341, disagree_f1=0.677664, neural_f1=0.940942, agree_f1=0.528888, average_f1=0.715831
BATCH 1696 training acc=0.843750, cost=0.235174, test acc=0.824425, cost=0.430491, disagree_f1=0.700862, neural_f1=0.942323, agree_f1=0.535324, average_f1=0.726170
BATCH 1697 training acc=0.812500, cost=0.322496, test acc=0.827989, cost=0.424142, disagree_f1=0.713263, neural_f1=0.942624, agree_f1=0.534506, average_f1=0.730131
BATCH 1698 training acc=0.843750, cost=0.277309, test acc=0.829236, cost=0.422886, disagree_f1=0.718750, neural_f1=0.942030, agree_f1=0.535486, average_f1=0.732089
BATCH 1699 training acc=0.906250, cost=0.281573, test acc=0.830572, cost=0.422572, disagree_f1=0.727273, neural_f1=0.941244, agree_f1=0.531812, average_f1=0.733443
BATCH 1700 training acc=0.812500, cost=0.517431, test acc=0.830839, cost=0.426117, disagree_f1=0.739303, neural_f1=0.938545, agree_f1=0.524340, average_f1=0.734063
BATCH 1701 training acc=0.906250, cost=0.209058, test acc=0.828701, cost=0.439445, disagree_f1=0.747223, neural_f1=0.934090, agree_f1=0.514923, average_f1=0.732079
BATCH 1702 training acc=0.781250, cost=0.810917, test acc=0.825940, cost=0.448850, disagree_f1=0.751307, neural_f1=0.930753, agree_f1=0.502002, average_f1=0.728021
BATCH 1703 training acc=0.843750, cost=0.445858, test acc=0.821219, cost=0.462874, disagree_f1=0.754325, neural_f1=0.925022, agree_f1=0.489209, average_f1=0.722852
BATCH 1704 training acc=0.750000, cost=0.603103, test acc=0.820061, cost=0.465157, disagree_f1=0.755619, neural_f1=0.923983, agree_f1=0.475637, average_f1=0.718413
BATCH 1705 training acc=0.875000, cost=0.271828, test acc=0.820239, cost=0.464456, disagree_f1=0.756124, neural_f1=0.923983, agree_f1=0.473461, average_f1=0.717856
BATCH 1706 training acc=0.843750, cost=0.529203, test acc=0.823891, cost=0.453831, disagree_f1=0.757424, neural_f1=0.926847, agree_f1=0.482242, average_f1=0.722171
BATCH 1707 training acc=0.750000, cost=0.509542, test acc=0.829681, cost=0.438367, disagree_f1=0.759978, neural_f1=0.931949, agree_f1=0.490306, average_f1=0.727411
BATCH 1708 training acc=0.812500, cost=0.419785, test acc=0.832799, cost=0.428750, disagree_f1=0.762182, neural_f1=0.934071, agree_f1=0.497535, average_f1=0.731263
BATCH 1709 training acc=0.687500, cost=0.845571, test acc=0.839925, cost=0.411678, disagree_f1=0.764619, neural_f1=0.939204, agree_f1=0.512667, average_f1=0.738830
BATCH 1710 training acc=0.781250, cost=0.432051, test acc=0.842330, cost=0.405792, disagree_f1=0.762690, neural_f1=0.941110, agree_f1=0.526695, average_f1=0.743498
BATCH 1711 training acc=0.750000, cost=0.503343, test acc=0.842419, cost=0.406955, disagree_f1=0.759764, neural_f1=0.940808, agree_f1=0.540833, average_f1=0.747135
BATCH 1712 training acc=0.843750, cost=0.397557, test acc=0.843756, cost=0.400639, disagree_f1=0.760482, neural_f1=0.941619, agree_f1=0.544300, average_f1=0.748801
BATCH 1713 training acc=0.781250, cost=0.497068, test acc=0.842241, cost=0.398805, disagree_f1=0.752864, neural_f1=0.941878, agree_f1=0.548287, average_f1=0.747676
BATCH 1714 training acc=0.812500, cost=0.454474, test acc=0.840281, cost=0.398954, disagree_f1=0.740741, neural_f1=0.943084, agree_f1=0.552058, average_f1=0.745294
BATCH 1715 training acc=0.875000, cost=0.444056, test acc=0.835828, cost=0.402538, disagree_f1=0.723055, neural_f1=0.943671, agree_f1=0.551282, average_f1=0.739336
BATCH 1716 training acc=0.937500, cost=0.209409, test acc=0.830483, cost=0.411142, disagree_f1=0.696846, neural_f1=0.945411, agree_f1=0.549805, average_f1=0.730687
BATCH 1717 training acc=0.875000, cost=0.361784, test acc=0.822555, cost=0.425202, disagree_f1=0.660309, neural_f1=0.947043, agree_f1=0.544882, average_f1=0.717411
BATCH 1718 training acc=0.718750, cost=0.449577, test acc=0.819615, cost=0.431666, disagree_f1=0.636940, neural_f1=0.949084, agree_f1=0.544053, average_f1=0.710026
BATCH 1719 training acc=0.750000, cost=0.530133, test acc=0.818903, cost=0.428598, disagree_f1=0.624374, neural_f1=0.949889, agree_f1=0.544847, average_f1=0.706370
BATCH 1720 training acc=0.875000, cost=0.379474, test acc=0.823089, cost=0.418181, disagree_f1=0.633049, neural_f1=0.950745, agree_f1=0.548906, average_f1=0.710900
BATCH 1721 training acc=0.875000, cost=0.245159, test acc=0.831730, cost=0.401749, disagree_f1=0.656627, neural_f1=0.952151, agree_f1=0.558921, average_f1=0.722566
BATCH 1722 training acc=0.812500, cost=0.379786, test acc=0.837075, cost=0.391155, disagree_f1=0.669412, neural_f1=0.953204, agree_f1=0.563445, average_f1=0.728687
BATCH 1723 training acc=0.781250, cost=0.527983, test acc=0.843577, cost=0.378700, disagree_f1=0.690561, neural_f1=0.953286, agree_f1=0.569033, average_f1=0.737627
BATCH 1724 training acc=0.718750, cost=0.518948, test acc=0.851773, cost=0.365858, disagree_f1=0.720341, neural_f1=0.953298, agree_f1=0.572163, average_f1=0.748601
BATCH 1725 training acc=0.843750, cost=0.288460, test acc=0.857474, cost=0.356742, disagree_f1=0.741869, neural_f1=0.953016, agree_f1=0.568088, average_f1=0.754325
BATCH 1726 training acc=0.812500, cost=0.478631, test acc=0.860948, cost=0.351388, disagree_f1=0.755990, neural_f1=0.952939, agree_f1=0.562115, average_f1=0.757015
BATCH 1727 training acc=0.906250, cost=0.345178, test acc=0.862818, cost=0.348518, disagree_f1=0.763672, neural_f1=0.952751, agree_f1=0.558349, average_f1=0.758257
BATCH 1728 training acc=0.812500, cost=0.454412, test acc=0.863442, cost=0.347800, disagree_f1=0.769113, neural_f1=0.952635, agree_f1=0.554327, average_f1=0.758692
BATCH 1729 training acc=0.812500, cost=0.426899, test acc=0.861839, cost=0.348677, disagree_f1=0.769318, neural_f1=0.952630, agree_f1=0.545036, average_f1=0.755661
BATCH 1730 training acc=0.812500, cost=0.568449, test acc=0.861126, cost=0.352969, disagree_f1=0.772434, neural_f1=0.952513, agree_f1=0.535867, average_f1=0.753605
BATCH 1731 training acc=0.937500, cost=0.243854, test acc=0.856672, cost=0.361700, disagree_f1=0.769594, neural_f1=0.949491, agree_f1=0.530315, average_f1=0.749800
BATCH 1732 training acc=0.812500, cost=0.489480, test acc=0.854000, cost=0.372258, disagree_f1=0.768979, neural_f1=0.947391, agree_f1=0.533086, average_f1=0.749818
BATCH 1733 training acc=0.781250, cost=0.542924, test acc=0.848210, cost=0.383929, disagree_f1=0.764139, neural_f1=0.943479, agree_f1=0.531618, average_f1=0.746412
BATCH 1734 training acc=0.687500, cost=0.768850, test acc=0.841440, cost=0.400564, disagree_f1=0.758201, neural_f1=0.938999, agree_f1=0.532751, average_f1=0.743317
BATCH 1735 training acc=0.750000, cost=0.509832, test acc=0.837253, cost=0.410198, disagree_f1=0.753715, neural_f1=0.936039, agree_f1=0.533984, average_f1=0.741246
BATCH 1736 training acc=0.781250, cost=0.351910, test acc=0.831641, cost=0.421135, disagree_f1=0.747166, neural_f1=0.932922, agree_f1=0.532133, average_f1=0.737407
BATCH 1737 training acc=0.875000, cost=0.270169, test acc=0.827009, cost=0.428735, disagree_f1=0.741333, neural_f1=0.930571, agree_f1=0.527399, average_f1=0.733101
BATCH 1738 training acc=0.812500, cost=0.429991, test acc=0.825940, cost=0.433762, disagree_f1=0.736760, neural_f1=0.930561, agree_f1=0.533529, average_f1=0.733617
BATCH 1739 training acc=0.812500, cost=0.447988, test acc=0.821219, cost=0.440995, disagree_f1=0.729955, neural_f1=0.928066, agree_f1=0.529088, average_f1=0.729036
BATCH 1740 training acc=0.812500, cost=0.371097, test acc=0.818992, cost=0.447457, disagree_f1=0.724808, neural_f1=0.926850, agree_f1=0.533333, average_f1=0.728331
BATCH 1741 training acc=0.812500, cost=0.305052, test acc=0.817299, cost=0.451087, disagree_f1=0.722626, neural_f1=0.925674, agree_f1=0.532435, average_f1=0.726912
BATCH 1742 training acc=0.718750, cost=0.531840, test acc=0.818724, cost=0.448339, disagree_f1=0.726673, neural_f1=0.925585, agree_f1=0.532609, average_f1=0.728289
BATCH 1743 training acc=0.750000, cost=0.494728, test acc=0.820239, cost=0.445339, disagree_f1=0.731249, neural_f1=0.925808, agree_f1=0.531277, average_f1=0.729445
BATCH 1744 training acc=0.875000, cost=0.400811, test acc=0.822733, cost=0.439571, disagree_f1=0.737079, neural_f1=0.926374, agree_f1=0.528632, average_f1=0.730695
BATCH 1745 training acc=0.812500, cost=0.446143, test acc=0.829770, cost=0.425432, disagree_f1=0.745625, neural_f1=0.929998, agree_f1=0.533629, average_f1=0.736418
BATCH 1746 training acc=0.812500, cost=0.409754, test acc=0.834580, cost=0.413230, disagree_f1=0.750597, neural_f1=0.933372, agree_f1=0.534550, average_f1=0.739506
BATCH 1747 training acc=0.843750, cost=0.417541, test acc=0.841707, cost=0.397695, disagree_f1=0.757072, neural_f1=0.937798, agree_f1=0.540504, average_f1=0.745125
BATCH 1748 training acc=0.750000, cost=0.542554, test acc=0.846339, cost=0.384010, disagree_f1=0.760313, neural_f1=0.941760, agree_f1=0.538272, average_f1=0.746781
BATCH 1749 training acc=0.781250, cost=0.583091, test acc=0.852485, cost=0.369720, disagree_f1=0.763143, neural_f1=0.945756, agree_f1=0.548352, average_f1=0.752417
BATCH 1750 training acc=0.750000, cost=0.488891, test acc=0.857474, cost=0.359497, disagree_f1=0.765405, neural_f1=0.949836, agree_f1=0.554376, average_f1=0.756539
BATCH 1751 training acc=0.843750, cost=0.424638, test acc=0.861750, cost=0.351970, disagree_f1=0.767948, neural_f1=0.953028, agree_f1=0.561519, average_f1=0.760832
BATCH 1752 training acc=0.781250, cost=0.506216, test acc=0.862462, cost=0.347513, disagree_f1=0.766194, neural_f1=0.953320, agree_f1=0.563896, average_f1=0.761137
BATCH 1753 training acc=0.843750, cost=0.518260, test acc=0.861839, cost=0.346716, disagree_f1=0.760514, neural_f1=0.954024, agree_f1=0.564919, average_f1=0.759819
BATCH 1754 training acc=0.843750, cost=0.410040, test acc=0.862462, cost=0.347177, disagree_f1=0.759384, neural_f1=0.954146, agree_f1=0.574061, average_f1=0.762530
BATCH 1755 training acc=0.812500, cost=0.693445, test acc=0.862284, cost=0.348391, disagree_f1=0.756897, neural_f1=0.953962, agree_f1=0.580870, average_f1=0.763910
BATCH 1756 training acc=0.750000, cost=0.441120, test acc=0.861928, cost=0.347817, disagree_f1=0.756810, neural_f1=0.953918, agree_f1=0.578616, average_f1=0.763115
BATCH 1757 training acc=0.875000, cost=0.351339, test acc=0.860770, cost=0.349319, disagree_f1=0.758188, neural_f1=0.953321, agree_f1=0.576106, average_f1=0.762538
BATCH 1758 training acc=0.781250, cost=0.382289, test acc=0.859790, cost=0.352003, disagree_f1=0.759528, neural_f1=0.952539, agree_f1=0.571930, average_f1=0.761332
BATCH 1759 training acc=0.875000, cost=0.365729, test acc=0.858365, cost=0.356468, disagree_f1=0.761650, neural_f1=0.951559, agree_f1=0.566011, average_f1=0.759740
BATCH 1760 training acc=0.718750, cost=0.537970, test acc=0.852931, cost=0.365953, disagree_f1=0.758131, neural_f1=0.947583, agree_f1=0.557699, average_f1=0.754471
BATCH 1761 training acc=0.875000, cost=0.293106, test acc=0.851149, cost=0.376337, disagree_f1=0.764310, neural_f1=0.943122, agree_f1=0.556509, average_f1=0.754647
BATCH 1762 training acc=0.937500, cost=0.192809, test acc=0.849278, cost=0.383104, disagree_f1=0.765639, neural_f1=0.941085, agree_f1=0.547515, average_f1=0.751413
BATCH 1763 training acc=0.812500, cost=0.351425, test acc=0.847141, cost=0.391568, disagree_f1=0.764403, neural_f1=0.939168, agree_f1=0.547170, average_f1=0.750247
BATCH 1764 training acc=0.750000, cost=0.620877, test acc=0.842063, cost=0.399632, disagree_f1=0.757748, neural_f1=0.936532, agree_f1=0.541858, average_f1=0.745379
BATCH 1765 training acc=0.906250, cost=0.301588, test acc=0.838411, cost=0.408522, disagree_f1=0.753415, neural_f1=0.933973, agree_f1=0.543776, average_f1=0.743721
BATCH 1766 training acc=0.781250, cost=0.701484, test acc=0.833601, cost=0.420815, disagree_f1=0.745362, neural_f1=0.931676, agree_f1=0.543657, average_f1=0.740232
BATCH 1767 training acc=0.937500, cost=0.253908, test acc=0.829948, cost=0.432103, disagree_f1=0.742136, neural_f1=0.928654, agree_f1=0.543758, average_f1=0.738183
BATCH 1768 training acc=0.875000, cost=0.311745, test acc=0.825673, cost=0.443840, disagree_f1=0.738047, neural_f1=0.925904, agree_f1=0.542457, average_f1=0.735470
BATCH 1769 training acc=0.843750, cost=0.587186, test acc=0.822020, cost=0.453508, disagree_f1=0.731405, neural_f1=0.924549, agree_f1=0.542180, average_f1=0.732711
BATCH 1770 training acc=0.843750, cost=0.372697, test acc=0.815250, cost=0.468226, disagree_f1=0.718544, neural_f1=0.922552, agree_f1=0.537763, average_f1=0.726286
BATCH 1771 training acc=0.781250, cost=0.424710, test acc=0.811064, cost=0.476997, disagree_f1=0.709091, neural_f1=0.921869, agree_f1=0.533443, average_f1=0.721468
BATCH 1772 training acc=0.843750, cost=0.356424, test acc=0.812311, cost=0.476521, disagree_f1=0.709998, neural_f1=0.923322, agree_f1=0.533003, average_f1=0.722108
BATCH 1773 training acc=0.687500, cost=0.569245, test acc=0.814627, cost=0.471957, disagree_f1=0.708693, neural_f1=0.925658, agree_f1=0.538018, average_f1=0.724123
BATCH 1774 training acc=0.781250, cost=0.624037, test acc=0.820328, cost=0.456137, disagree_f1=0.714056, neural_f1=0.929527, agree_f1=0.542905, average_f1=0.728829
BATCH 1775 training acc=0.781250, cost=0.384313, test acc=0.824069, cost=0.447230, disagree_f1=0.715845, neural_f1=0.932933, agree_f1=0.545146, average_f1=0.731308
BATCH 1776 training acc=0.750000, cost=0.462239, test acc=0.830750, cost=0.434418, disagree_f1=0.727382, neural_f1=0.936222, agree_f1=0.548652, average_f1=0.737418
BATCH 1777 training acc=0.781250, cost=0.589388, test acc=0.834224, cost=0.427254, disagree_f1=0.733148, neural_f1=0.937966, agree_f1=0.549325, average_f1=0.740147
BATCH 1778 training acc=0.781250, cost=0.515893, test acc=0.840103, cost=0.414097, disagree_f1=0.738364, neural_f1=0.942090, agree_f1=0.553191, average_f1=0.744549
BATCH 1779 training acc=0.687500, cost=0.392286, test acc=0.841172, cost=0.409903, disagree_f1=0.735724, neural_f1=0.943811, agree_f1=0.555385, average_f1=0.744973
BATCH 1780 training acc=0.812500, cost=0.280482, test acc=0.843845, cost=0.404958, disagree_f1=0.738295, neural_f1=0.945365, agree_f1=0.558183, average_f1=0.747281
BATCH 1781 training acc=0.812500, cost=0.405146, test acc=0.842598, cost=0.407287, disagree_f1=0.734612, neural_f1=0.945513, agree_f1=0.556682, average_f1=0.745602
BATCH 1782 training acc=0.812500, cost=0.715054, test acc=0.840905, cost=0.409380, disagree_f1=0.730824, neural_f1=0.945490, agree_f1=0.553772, average_f1=0.743362
BATCH 1783 training acc=0.812500, cost=0.401367, test acc=0.840014, cost=0.410213, disagree_f1=0.728685, neural_f1=0.945490, agree_f1=0.552180, average_f1=0.742119
BATCH 1784 training acc=0.781250, cost=0.496031, test acc=0.838500, cost=0.412143, disagree_f1=0.727384, neural_f1=0.944675, agree_f1=0.548937, average_f1=0.740332
BATCH 1785 training acc=0.781250, cost=0.592494, test acc=0.839836, cost=0.412247, disagree_f1=0.734653, neural_f1=0.943983, agree_f1=0.548328, average_f1=0.742321
BATCH 1786 training acc=0.750000, cost=0.688253, test acc=0.840281, cost=0.416544, disagree_f1=0.741139, neural_f1=0.942587, agree_f1=0.547355, average_f1=0.743694
BATCH 1787 training acc=0.843750, cost=0.312413, test acc=0.835828, cost=0.425470, disagree_f1=0.736947, neural_f1=0.939984, agree_f1=0.542608, average_f1=0.739846
BATCH 1788 training acc=0.875000, cost=0.357280, test acc=0.833868, cost=0.435561, disagree_f1=0.740405, neural_f1=0.937442, agree_f1=0.538554, average_f1=0.738801
BATCH 1789 training acc=0.781250, cost=0.389174, test acc=0.831730, cost=0.440905, disagree_f1=0.739284, neural_f1=0.936015, agree_f1=0.535405, average_f1=0.736902
BATCH 1790 training acc=0.812500, cost=0.595952, test acc=0.830839, cost=0.442787, disagree_f1=0.739011, neural_f1=0.935134, agree_f1=0.535438, average_f1=0.736527
BATCH 1791 training acc=0.781250, cost=0.383784, test acc=0.829770, cost=0.445332, disagree_f1=0.741942, neural_f1=0.933849, agree_f1=0.527399, average_f1=0.734397
BATCH 1792 training acc=0.812500, cost=0.421026, test acc=0.831552, cost=0.442483, disagree_f1=0.747448, neural_f1=0.933543, agree_f1=0.525328, average_f1=0.735440
BATCH 1793 training acc=0.812500, cost=0.406547, test acc=0.835026, cost=0.437736, disagree_f1=0.755162, neural_f1=0.934087, agree_f1=0.523732, average_f1=0.737660
BATCH 1794 training acc=0.781250, cost=0.333893, test acc=0.835828, cost=0.436583, disagree_f1=0.757642, neural_f1=0.934240, agree_f1=0.518618, average_f1=0.736833
BATCH 1795 training acc=0.843750, cost=0.417713, test acc=0.837520, cost=0.435141, disagree_f1=0.760310, neural_f1=0.935078, agree_f1=0.516306, average_f1=0.737231
BATCH 1796 training acc=0.843750, cost=0.506853, test acc=0.838856, cost=0.431628, disagree_f1=0.761598, neural_f1=0.935763, agree_f1=0.517049, average_f1=0.738137
BATCH 1797 training acc=0.781250, cost=0.449683, test acc=0.836718, cost=0.436311, disagree_f1=0.761360, neural_f1=0.933410, agree_f1=0.518035, average_f1=0.737601
BATCH 1798 training acc=0.750000, cost=0.605398, test acc=0.830928, cost=0.452367, disagree_f1=0.758277, neural_f1=0.928850, agree_f1=0.512097, average_f1=0.733075
BATCH 1799 training acc=0.750000, cost=0.641643, test acc=0.826029, cost=0.461387, disagree_f1=0.753410, neural_f1=0.925572, agree_f1=0.509778, average_f1=0.729587
BATCH 1800 training acc=0.781250, cost=0.429759, test acc=0.823802, cost=0.464007, disagree_f1=0.749817, neural_f1=0.924460, agree_f1=0.515947, average_f1=0.730075
BATCH 1801 training acc=0.562500, cost=0.832165, test acc=0.826207, cost=0.456602, disagree_f1=0.750417, neural_f1=0.926572, agree_f1=0.523515, average_f1=0.733501
BATCH 1802 training acc=0.843750, cost=0.477756, test acc=0.825316, cost=0.454429, disagree_f1=0.748933, neural_f1=0.926017, agree_f1=0.523853, average_f1=0.732935
BATCH 1803 training acc=0.812500, cost=0.422911, test acc=0.828968, cost=0.441804, disagree_f1=0.751313, neural_f1=0.929041, agree_f1=0.531374, average_f1=0.737243
BATCH 1804 training acc=0.718750, cost=0.550294, test acc=0.829770, cost=0.430200, disagree_f1=0.744796, neural_f1=0.931982, agree_f1=0.537545, average_f1=0.738107
BATCH 1805 training acc=0.812500, cost=0.319497, test acc=0.831730, cost=0.420376, disagree_f1=0.741917, neural_f1=0.934260, agree_f1=0.544165, average_f1=0.740114
BATCH 1806 training acc=0.843750, cost=0.309143, test acc=0.836006, cost=0.407581, disagree_f1=0.742677, neural_f1=0.937839, agree_f1=0.550195, average_f1=0.743570
BATCH 1807 training acc=0.812500, cost=0.298782, test acc=0.838500, cost=0.400556, disagree_f1=0.743965, neural_f1=0.939713, agree_f1=0.554622, average_f1=0.746100
BATCH 1808 training acc=0.750000, cost=0.489699, test acc=0.840460, cost=0.393253, disagree_f1=0.743268, neural_f1=0.942185, agree_f1=0.555188, average_f1=0.746880
BATCH 1809 training acc=0.843750, cost=0.402499, test acc=0.842152, cost=0.387542, disagree_f1=0.740651, neural_f1=0.944233, agree_f1=0.559449, average_f1=0.748111
